"EntrezID","Symbol","Synonyms","length"
27179,"IL36A","FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|IL1F6",481
27180,"SIGLEC9","CD329|CDw329|FOAP-9|OBBP-LIKE|siglec-9",2028
27181,"SIGLEC8","SAF2|SIGLEC-8|SIGLEC8L",2956
27183,"VPS4A","SKD1|SKD1A|SKD2|VPS4|VPS4-1",2187
27184,"DISC2","DISC1-AS1|DISC1OS|NCRNA00015",3893
27185,"DISC1","C1orf136|SCZD9",13358
27187,"MOCS1P1","MOCS1P2",NA
27189,"IL17C","CX2|IL-17C",1048
27190,"IL17B","IL-17B|IL-20|NIRF|ZCYTO7",698
27192,"TRAPPC2P6","SEDLP6",NA
27193,"TRAPPC2P5","SEDLP5",NA
27194,"TRAPPC2P4","SEDLP4",NA
27195,"TRAPPC2P3","SEDLP3",NA
27196,"TRAPPC2P2","SEDLP2",NA
27197,"GPR82",NA,3352
27198,"HCAR1","FKSG80|GPR104|GPR81|HCA1|LACR1|TA-GPCR|TAGPCR",2978
27199,"OXGR1","GPR80|GPR99|P2RY15|P2Y15|aKGR",2289
27200,"GPR79","GPR79P",NA
27201,"GPR78",NA,4501
27202,"C5AR2","C5L2|GPF77|GPR77",1729
27229,"TUBGCP4","76P|GCP-4|GCP4|Grip76|MCCRP3",4202
27230,"SERP1","RAMP4",3175
27231,"NMRK2","ITGB1BP3|MIBP|NRK2",1149
27232,"GNMT",NA,1074
27233,"SULT1C4","SULT1C|SULT1C2",1671
27235,"COQ2","CL640|COQ10D1|MSA1|PHB:PPT",1648
27236,"ARFIP1","HSU52521",3240
27237,"ARHGEF16","GEF16|NBR",2919
27238,"GPKOW","GPATC5|GPATCH5|Spp2|T54",1757
27239,"GPR162","A-2|GRCA",2521
27240,"SIT1","SIT|SIT-R",1241
27241,"BBS9","B1|C18|D1|PTHB1",4042
27242,"TNFRSF21","BM-018|CD358|DR6",3648
27243,"CHMP2A","BC-2|BC2|CHMP2|VPS2|VPS2A",1042
27244,"SESN1","PA26|SEST1",3643
27245,"AHDC1","MRD25",6365
27246,"RNF115","BCA2|ZNF364",1959
27247,"NFU1","CGI-33|HIRIP|HIRIP5|MMDS1|NIFUC|Nfu|NifU",1202
27248,"ERLEC1","C2orf30|CIM|CL24936|CL25084|HEL117|XTP3-B|XTP3TPB",2596
27249,"MMADHC","C2orf25|CL25022|cblD",1445
27250,"PDCD4","H731",3711
27252,"KLHL20","KHLHX|KLEIP|KLHLX",3476
27253,"PCDH17","PCDH68|PCH68",8013
27254,"CSDC2","PIPPIN|dJ347H13.2",2534
27255,"CNTN6","NB3",3854
27257,"LSM1","CASM|YJL124C",1165
27258,"LSM3","SMX4|USS2|YLR438C",699
27259,"HPLH1","FHL1|HLH1",NA
27283,"TINAG","TIN-AG",1815
27284,"SULT1B1","ST1B1|ST1B2|SULT1B2",1317
27285,"TEKT2","TEKTB1|TEKTIN-T|h-tektin-t",1519
27286,"SRPX2","BPP|CBPS|PMGX|RESDX|SRPUL",2201
27287,"VENTX","HPX42B|NA88A|VENTX2",2415
27288,"RBMXL2","HNRNPG-T|HNRNPGT|HNRPGT",2216
27289,"RND1","ARHS|RHO6|RHOS",1670
27290,"SPINK4","HEL136|PEC-60|PEC60",372
27291,"R3HCC1L","C10orf28|GIDRP86|GIDRP88|PSORT",3577
27292,"DIMT1","DIM1|DIMT1L|HSA9761|HUSSY5",1569
27293,"SMPDL3B","ASML3B",2393
27294,"DHDH","2DD|HUM2DD",1088
27295,"PDLIM3","ALP",3049
27296,"TP53TG5","C20orf10|CLG01",986
27297,"CRCP","CGRP-RCP|CGRPRCP|RCP|RCP9",2930
27299,"ADAMDEC1","M12.219",2453
27300,"ZNF544",NA,3517
27301,"APEX2","APE2|APEXL2|XTH2|ZGRF2",2101
27302,"BMP10",NA,1586
27303,"RBMS3",NA,8381
27304,"MOCS3","UBA4",3050
27306,"HPGDS","GSTS|GSTS1|GSTS1-1|PGD2|PGDS",1621
27309,"ZNF330","HSA6591|NOA36",1908
27314,"RAB30",NA,10421
27315,"PGAP2","CWH43-N|FRAG1|HPMRS3|MRT17|MRT21",2918
27316,"RBMX","HNRNPG|HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G",3429
27319,"BHLHE22","BHLHB5|Beta3|CAGL85|TNRC20",3398
27320,"TNRC18P2","TNRC18|TNRC18B",NA
27321,"TNRC17","CAGL234",NA
27324,"TOX3","CAGF9|TNRC9",3393
27327,"TNRC6A","CAGH26|GW1|GW182|TNRC6",8447
27328,"PCDH11X","PCDH-X|PCDH11|PCDHX|PPP1R119",8421
27329,"ANGPTL3","ANG-5|ANGPT5|ANL3|FHBL2",2958
27330,"RPS6KA6","PP90RSK4|RSK4",8227
27332,"ZNF638","NP220|ZFML|Zfp638",6868
27333,"GOLIM4","GIMPC|GOLPH4|GPP130|P138",4343
27334,"P2RY10","LYPSR2|P2Y10",1794
27335,"EIF3K","ARG134|EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001",901
27336,"HTATSF1","TAT-SF1|TATSF1|dJ196E23.2",3143
27338,"UBE2S","E2-EPF|E2EPF|EPF5",1195
27339,"PRPF19","NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4",2356
27340,"UTP20","DRIM",9072
27341,"RRP7A","BK126B4.3|CGI-96",5462
27342,"RABGEF1","RABEX5|RAP1|rabex-5",5431
27343,"POLL","BETAN|POLKAPPA",2883
27344,"PCSK1N","PROSAAS|SAAS|SCG8|SgVIII",1060
27345,"KCNMB4",NA,4728
27346,"TMEM97","MAC30",2571
27347,"STK39","DCHT|PASK|SPAK",3292
27348,"TOR1B","DQ1",2774
27349,"MCAT","FASN2C|MCT|MT|NET62|fabD",2097
27350,"APOBEC3C","A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3",1113
27351,"DESI1","D15Wsu75e|DESI2|DJ347H13.4|DeSI-1|FAM152B|PPPDE2",3800
27352,"SGSM3","MAP|RABGAP5|RUSC3|RUTBC3|RabGAP-5|rabGAPLP",3040
27429,"HTRA2","OMI|PARK13|PRSS25",2558
27430,"MAT2B","MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR",2523
27433,"TOR2A","TORP1",2536
27434,"POLM","Pol Mu|Tdt-N",2880
27436,"EML4","C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120",5584
27437,"HSFY1P1","CECR8|HSFYL1|HSFYP1|NCRNA00016",1383
27439,"CECR6",NA,5070
27440,"CECR5",NA,1889
27442,"CECR3",NA,1917
27443,"CECR2",NA,9681
27445,"PCLO","ACZ|PCH3",22328
28227,"PPP2R3B","NYREN8|PPP2R3L|PPP2R3LY|PR48",4878
28231,"SLCO4A1","OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12",2788
28232,"SLCO3A1","OATP-D|OATP3A1|OATPD|SLC21A11",5773
28234,"SLCO1B3","HBLRR|LST-2|LST-3TM13|LST3|OATP-8|OATP1B3|OATP8|SLC21A8",3028
28299,"IGKV1-5","IGKV|IGKV15|L12|L12a|V1",NA
28300,"IGHV3OR16-16","IGHV3OR1616",NA
28301,"IGHV3OR16-15","IGHV3OR1615",NA
28304,"IGHV3OR16-12","IGHV3OR1612",NA
28305,"IGHV3OR16-11","IGHV3OR1611",NA
28306,"IGHV3OR16-10","IGHV3OR1610",NA
28307,"IGHV3OR16-9","IGHV3OR169",NA
28309,"IGHV3OR16-7","IGHV3/OR16-7|IGHV3OR167",NA
28312,"IGHV1OR16-4","IGHV1OR164",NA
28313,"IGHV1OR16-3","IGHV1OR163",NA
28314,"IGHV1OR16-2","IGHV1OR162",NA
28315,"IGHV1OR16-1","IGHV1OR161",NA
28316,"CDH20","CDH7L3|Cdh7",2866
28317,"IGHV4OR15-8","IGHV4OR158|VSIG6",NA
28318,"IGHV3OR15-7","IGHV3/OR15-7",NA
28320,"IGHV1OR15-6","IGHV1OR156",NA
28326,"IGHD5OR15-5B","IGHD5OR155B",NA
28327,"IGHD5OR15-5A","IGHD5OR155A",NA
28328,"IGHD4OR15-4B","IGHD4OR154B",NA
28329,"IGHD4OR15-4A","IGHD4OR154A",NA
28330,"IGHD3OR15-3B","IGHD3OR153B",NA
28331,"IGHD3OR15-3A","IGHD3OR153A",NA
28332,"IGHD2OR15-2B","IGHD2OR152B",NA
28333,"IGHD2OR15-2A","IGHD2OR152A",NA
28334,"IGHD1OR15-1B","IGHD1OR151B",NA
28335,"IGHD1OR15-1A","IGHD1OR151A",NA
28337,"IGHVIV-44-1","(IV)-44|4-44.1P|IGHVIV441",NA
28338,"IGHVIII-82","3-82P|IGHVIII82",NA
28339,"IGHVIII-76-1","3-76.1P|IGHVIII761",NA
28340,"IGHVIII-67-4","3-67.4P|IGHVIII674",NA
28341,"IGHVIII-67-3","3-67.3P|IGHV(III)-6|IGHVIII673",NA
28342,"IGHVIII-67-2","3-67.2P|IGHVIII672",NA
28343,"IGHVIII-51-1","3-51.1P|IGHVIII511",NA
28344,"IGHVIII-47-1","3-47.1P|IGHVIII471",NA
28345,"IGHVIII-44","3-44P|IGHVIII44",NA
28346,"IGHVIII-38-1","3-38.1P|38-1|IGHVIII381",NA
28347,"IGHVIII-26-1","3-26.1P|IGHVIII261",NA
28348,"IGHVIII-25-1","3-25.1P|IGHVIII251",NA
28349,"IGHVIII-22-2","3-22.2P|IGHVIII222",NA
28350,"IGHVIII-16-1","3-16.1P|IGHVIII161",NA
28351,"IGHVIII-13-1","3-13.1P|IGHVIII131",NA
28352,"IGHVIII-11-1","3-11.1P|IGHVIII111",NA
28353,"IGHVIII-5-2","3-05.2P|IGHVIII52",NA
28354,"IGHVIII-5-1","3-05.1P|IGHVIII51",NA
28355,"IGHVIII-2-1","3-02.1P|IGHVIII21",NA
28356,"IGHVII-78-1","4-78.1P|IGHVII781",NA
28357,"IGHVII-74-1","4-74.1P|IGHVII741",NA
28358,"IGHVII-67-1","4-67.1P|IGHVII671",NA
28359,"IGHVII-65-1","4-65.1P|IGHVII651",NA
28360,"IGHVII-62-1","4-62.1P|IGHVII621",NA
28361,"IGHVII-60-1","4-60.1P|IGHVII601",NA
28362,"IGHVII-53-1","4-53.1P|IGHVII531",NA
28363,"IGHVII-51-2","4-51.2P|IGHVII512",NA
28364,"IGHVII-49-1","4-49.1P|IGHVII491",NA
28365,"IGHVII-46-1","4-46.1P|IGHVII461",NA
28366,"IGHVII-44-2","4-44.2P|IGHVII442",NA
28367,"IGHVII-43-1","4-43.1P|IGHVII431",NA
28368,"IGHVII-40-1","4-40.1P|IGHVII401",NA
28369,"IGHVII-33-1","4-33.1P|IGHVII331",NA
28370,"IGHVII-31-1","4-31.1P|IGHVII311",NA
28371,"IGHVII-30-1","4-30.1P|IGHVII301",NA
28372,"IGHVII-28-1","4-28.1P|IGHVII281",NA
28373,"IGHVII-26-2","4-26.2P|IGHVII262",NA
28374,"IGHVII-22-1","4-22.1P|IGHVII221",NA
28375,"IGHVII-20-1","4-20.1P|IGHVII201",NA
28376,"IGHVII-15-1","4-15.1P|IGHVII151",NA
28377,"IGHVII-1-1","4-01.1P|IGHVII11",NA
28378,"IGHV7-81","IGHV781",NA
28380,"IGHV7-56","7-56P|IGHV756",NA
28381,"IGHV7-40","7-40P|IGHV740",NA
28382,"IGHV7-34-1","7-34.1P|IGHV7341",NA
28383,"IGHV7-27","7-27P|IGHV727",NA
28385,"IGHV6-1","IGHV61|VH",NA
28386,"IGHV5-10-1","IGHV5-A|IGHV5A",NA
28387,"IGHV5-78","5-78P|IGHV578|VH5",NA
28388,"IGHV5-51","IGHV551|VH",NA
28389,"IGHV4-38-2","IGHV4-B|IGHV4B",NA
28390,"IGHV4-80","4-80P|IGHV480",NA
28391,"IGHV4-61","IGHV461|VH",NA
28392,"IGHV4-59","IGHV459|VH",NA
28393,"IGHV4-55","4-55P|IGHV455",NA
28394,"IGHV4-39","IGHV439|VH",NA
28395,"IGHV4-34","IGHV434|VH",NA
28396,"IGHV4-31","IGHV431",NA
28397,"IGHV4-30-4","IGHV4-3|IGHV4304",NA
28398,"IGHV4-30-2","IGHV4-3|IGHV4302",NA
28399,"IGHV4-30-1","IGHV4-3",NA
28400,"IGHV4-28","IGHV428|VH",NA
28401,"IGHV4-4","IGHV44|VH",NA
28402,"IGHV3-69-1","IGHV3-H|IGHV3H",NA
28404,"IGHV3-38-3","IGHV3-D|IGHV3D",NA
28405,"IGHV3-79","3-79P|IGHV379",NA
28406,"IGHV3-76","3-76P|IGHV376",NA
28407,"IGHV3-75","3-75P|IGHV375|VH3",NA
28408,"IGHV3-74","IGHV374|VH",NA
28409,"IGHV3-73","IGHV373|VH",NA
28410,"IGHV3-72","IGHV372|VH",NA
28411,"IGHV3-71","3-71P|IGHV3-G|IGHV371|IGHV3G",NA
28412,"IGHV3-66","IGHV366|VH",NA
28413,"IGHV3-65","3-65P|IGHV365",NA
28414,"IGHV3-64","IGHV364|VH",NA
28415,"IGHV3-63","IGHV363|V3-63P",NA
28416,"IGHV3-62","3-62P|IGHV362",NA
28417,"IGHV3-60","3-60P|IGHV360",NA
28418,"IGHV3-57","3-57P|IGHV357",NA
28419,"IGHV3-54","3-54P|IGHV354",NA
28420,"IGHV3-53","IGHV353|VH",NA
28421,"IGHV3-52","3-52P|IGHV352",NA
28422,"IGHV3-50","3-50P|IGHV350",NA
28423,"IGHV3-49","IGHV349|VH",NA
28424,"IGHV3-48","IGHV348|VH",NA
28425,"IGHV3-47","3-47P|IGHV347",NA
28426,"IGHV3-43","IGHV343|VH",NA
28427,"IGHV3-42","3-42P|IGHV342",NA
28428,"IGHV3-41","3-41P|IGHV341",NA
28429,"IGHV3-38","IGHV338|VH",NA
28430,"IGHV3-37","3-37P|IGHV337",NA
28431,"IGHV3-36","3-36P|IGHV336",NA
28432,"IGHV3-35","IGHV335|VH",NA
28433,"IGHV3-33-2","3-33.2P|IGHV3332",NA
28434,"IGHV3-33","IGHV333|VH",NA
28435,"IGHV3-32","3-32P|IGHV332",NA
28438,"IGHV3-30-2","3-30.2P|IGHV3302",NA
28439,"IGHV3-30","IGHV330|VH",NA
28440,"IGHV3-29","3-29P|IGHV329",NA
28441,"IGHV3-25","3-25P|IGHV325",NA
28442,"IGHV3-23","DP47|IGHV323|V3-23|VH26",NA
28443,"IGHV3-22","3-22P|IGHV322",NA
28444,"IGHV3-21","IGHV321|VH",NA
28445,"IGHV3-20","IGHV320|VH",NA
28446,"IGHV3-19","3-19P|IGHV319",NA
28447,"IGHV3-16","IGHV316|VH",NA
28448,"IGHV3-15","IGHV315|VH",NA
28449,"IGHV3-13","IGHV313",NA
28450,"IGHV3-11","IGHV311|VH",NA
28451,"IGHV3-9","IGHV39|VH",NA
28452,"IGHV3-7","IGHV37|VH",NA
28453,"IGHV3-6","3-06P|IGHV36",NA
28454,"IGHV2-70","IGHV270|VH",NA
28455,"IGHV2-26","IGHV226|VH",NA
28456,"IGHV2-10","2-10P|IGHV210",NA
28457,"IGHV2-5","IGHV25|VH",NA
28458,"IGHV1-69-2","IGHV1-F|IGHV1F",NA
28460,"IGHV1-38-4","IGHV1-C|IGHV1C",NA
28461,"IGHV1-69","IGHV1-E|IGHV169|IGHV1E",NA
28462,"IGHV1-68","1-68P|IGHV168",NA
28463,"IGHV1-67","1-67P|IGHV167",NA
28464,"IGHV1-58","IGHV158|VH",NA
28465,"IGHV1-46","IGHV146",NA
28466,"IGHV1-45","IGHV145|VH",NA
28467,"IGHV1-24","IGHV124|VH",NA
28468,"IGHV1-18","IGHV118",NA
28469,"IGHV1-17","1-17P|IGHV117",NA
28470,"IGHV1-14","1-14P|IGHV114",NA
28471,"IGHV1-12","1-12P|IGHV112",NA
28472,"IGHV1-8","IGHV18",NA
28473,"IGHV1-3","IGHV13|VI-3B",NA
28474,"IGHV1-2","IGHV12|V35",NA
28475,"IGHJ6","JH6b",NA
28476,"IGHJ5","JH5b",NA
28477,"IGHJ4","JH4b",NA
28478,"IGHJ3P","Jpsi3",NA
28479,"IGHJ3","JH3b",NA
28480,"IGHJ2P","Jpsi2",NA
28481,"IGHJ2","JH2",NA
28482,"IGHJ1P","J-psi-1|Jpsi1",NA
28483,"IGHJ1","JH1",NA
28484,"IGHD7-27","DHQ52|IGHD727",NA
28485,"IGHD6-25","IGHD625",NA
28486,"IGHD6-19","IGHD619",NA
28487,"IGHD6-13","DN1|IGHD613",NA
28488,"IGHD6-6","D(N4)|IGHD66",NA
28489,"IGHD5-24","IGHD524",NA
28490,"IGHD5-18","IGHD518",NA
28491,"IGHD5-12","DK1|IGHD512",NA
28492,"IGHD5-5","DK4|IGHD55",NA
28493,"IGHD4-23","IGHD423",NA
28494,"IGHD4-17","IGHD417",NA
28495,"IGHD4-11","DA1|IGHD411",NA
28496,"IGHD4-4","DA4|IGHD44",NA
28497,"IGHD3-22","IGHD322",NA
28498,"IGHD3-16","IGHD316",NA
28499,"IGHD3-10","DXP'1|IGHD310",NA
28500,"IGHD3-9","DXP1|IGHD39",NA
28501,"IGHD3-3","DXP4|IGHD33",NA
28502,"IGHD2-21","IGHD221",NA
28503,"IGHD2-15","D2|IGHD215",NA
28504,"IGHD2-8","DLR1|IGHD28",NA
28505,"IGHD2-2","IGHD22",NA
28506,"IGHD1-26","IGHD126",NA
28507,"IGHD1-20","IGHD120",NA
28508,"IGHD1-14","DM2|IGHD114",NA
28509,"IGHD1-7","DM1|IGHD17",NA
28510,"IGHD1-1","IGHD11",NA
28511,"NKIRAS2","KBRAS2|kappaB-Ras2",2546
28512,"NKIRAS1","KBRAS1|kappaB-Ras1",2000
28513,"CDH19","CDH7|CDH7L2",6253
28514,"DLL1","DELTA1|DL1|Delta",3321
28515,"HYPLIP2","FCHL2",NA
28516,"TRDV3","hDV103S1",NA
28517,"TRDV2","hDV102S1",NA
28518,"TRDV1","hDV101S1",NA
28519,"TRDJ4",NA,NA
28520,"TRDJ3",NA,NA
28521,"TRDJ2",NA,NA
28522,"TRDJ1","TCRD",NA
28523,"TRDD3","TCRD",NA
28524,"TRDD2",NA,NA
28525,"TRDD1",NA,NA
28526,"TRDC","TCRD",NA
28552,"TRBV23OR9-2","TCRBV19S2O|TCRBV23S2|TRBV23OR92",NA
28555,"TRBVB","TCRBV34S1",NA
28556,"TRBVA","TCRBV33S1",NA
28557,"TRBV30","TCRBV20S1A1N2|TCRBV30S1",NA
28558,"TRBV29-1","TCRBV29S1|TCRBV4S1A1T|TRBV291",NA
28559,"TRBV28","TCRBV28S1|TCRBV3S1",NA
28560,"TRBV27","TCRBV14S1|TCRBV27S1",NA
28561,"TRBV26","TCRBV26S1|TCRBV28S1P",NA
28562,"TRBV25-1","TCRBV11S1A1T|TCRBV25S1|TRBV251",NA
28563,"TRBV24-1","TCRBV15S1|TCRBV24S1|TRBV241",NA
28564,"TRBV23-1","TCRBV19S1P|TCRBV23S1|TRBV231",NA
28565,"TRBV22-1","TCRBV22S1|TCRBV29S1P|TRBV22",NA
28566,"TRBV21-1","TCRBV10S1P|TCRBV21S1|TRBV211",NA
28567,"TRBV20-1","TCRBV20S1|TCRBV2S1|TRBV201",NA
28568,"TRBV19","TCRBV17S1A1T|TCRBV19S1",NA
28569,"TRBV18","TCRBV18S1",NA
28570,"TRBV17","TCRBV17S1|TCRBV26S1P",NA
28571,"TRBV16","BV25S1J1.2|TCRB|TCRBV16S1|TCRBV25S1A2PT",NA
28572,"TRBV15","TCRBV15S1|TCRBV24S1A3T",NA
28573,"TRBV14","TCRBV14S1|TCRBV16S1A1N1",NA
28574,"TRBV13","TCRBV13S1|TCRBV23S1A2T",NA
28575,"TRBV12-5","TCRBV12S5|TCRBV8S3|TRBV125",NA
28576,"TRBV12-4","TCRBV12S4|TCRBV8S2A1T|TRBV124",NA
28577,"TRBV12-3","TCRBV12S3|TCRBV8S1|TRBV123",NA
28578,"TRBV12-2","TCRBV12S2|TCRBV8S5P|TRBV122",NA
28579,"TRBV12-1","TCRBV12S1|TCRBV8S4P|TRBV121",NA
28580,"TRBV11-3","TCRBV11S3|TCRBV21S2A2|TRBV113",NA
28581,"TRBV11-2","TCRBV11S2|TCRBV21S3A2N2T|TRBV112",NA
28582,"TRBV11-1","TCRBV11S1|TCRBV21S1|TRBV111",NA
28583,"TRBV10-3","TCRBV10S3|TCRBV12S1A1N2|TRBV103",NA
28584,"TRBV10-2","TCRBV10S2|TCRBV12S3|TRBV102",NA
28585,"TRBV10-1","TCRBV10S1|TCRBV12S2|TCRBV12S2A1T|TRBV101",NA
28586,"TRBV9","TCRBV1S1A1N1|TCRBV9S1",NA
28587,"TRBV8-2","TCRBV32S1P|TRBV82",NA
28588,"TRBV8-1","TCRBV30S1P|TCRBV8S1P|TRBV81",NA
28589,"TRBV7-9","TCRBV6S4A1|TCRBV7S9|TRBV79",NA
28590,"TRBV7-8","TCRBV6S2A1N1T|TCRBV7S8|TRBV78",NA
28591,"TRBV7-7","TCRBV6S6A2T|TCRBV7S7|TRBV77",NA
28592,"TRBV7-6","TCRBV6S3A1N1T|TCRBV7S6|TRBV76",NA
28593,"TRBV7-5","TCRBV6S9P|TCRBV7S5|TRBV75",NA
28594,"TRBV7-4","TCRBV6S8A2T|TCRBV7S4|TRBV74",NA
28595,"TRBV7-3","TCRBV6S1A1N1|TCRBV7S3|TRBV73",NA
28596,"TRBV7-2","TCRBV6S5A1N1|TCRBV6S5A2|TCRBV7S2|TRBV72",NA
28597,"TRBV7-1","TCRBV6S7P|TCRBV7S1|TRBV71",NA
28598,"TRBV6-9","TCRBV13S4|TCRBV6S9|TRBV69",NA
28599,"TRBV6-8","TCRBV13S7P|TCRBV6S8|TRBV68",NA
28600,"TRBV6-7","TCRBV13S8P|TCRBV6S7|TRBV67",NA
28601,"TRBV6-6","TCRBV13S6A2T|TCRBV6S6|TRBV66",NA
28602,"TRBV6-5","TCRBV13S1|TCRBV6S5|TRBV65",NA
28603,"TRBV6-4","TCRBV13S5|TCRBV6S4|TRBV64",NA
28604,"TRBV6-3","TCRBV13S9/13S2A1T|TCRBV6S3|TRBV63",NA
28605,"TRBV6-2","TCRBV13S2|TCRBV13S2A1T|TCRBV6S2|TRBV62",NA
28606,"TRBV6-1","TCRBV13S3|TCRBV6S1|TRBV61",NA
28607,"TRBV5-8","TCRBV5S4A2T|TCRBV5S8|TRBV58",NA
28608,"TRBV5-7","TCRBV5S7|TCRBV5S7P|TRBV57",NA
28609,"TRBV5-6","TCRBV5S2|TCRBV5S6|TRBV56",NA
28610,"TRBV5-5","TCRBV5S3A2T|TCRBV5S5|TRBV55",NA
28611,"TRBV5-4","TCRBV5S4|TCRBV5S6A3N2T|TRBV54",NA
28612,"TRBV5-3","TCRBV5S3|TCRBV5S5P|TRBV53",NA
28613,"TRBV5-2","TCRBV31S1|TCRBV5S2P|TRBV52",NA
28614,"TRBV5-1","TCRBV5S1|TCRBV5S1A1T|TRBV51",NA
28615,"TRBV4-3","TCRBV4S3|TCRBV7S2A1N4T|TRBV43",NA
28616,"TRBV4-2","TCRBV4S2|TCRBV7S3A2|TCRBV7S3A2T|TRBV42",NA
28617,"TRBV4-1","BV07S1J2.7|TCRBV4S1|TCRBV7S1A1N2T|TRBV41",NA
28618,"TRBV3-2","TCRBV3S2|TCRBV9S2A2PT|TRBV32",NA
28619,"TRBV3-1","TCRBV3S1|TCRBV9S1A1T|TRBV31",NA
28620,"TRBV2","TCRBV22S1A2N1T|TCRBV2S1",NA
28621,"TRBV1","TCRBV1S1P|TCRBV27S1P",NA
28622,"TRBJ2-7","TCRBJ2S7|TRBJ27",NA
28623,"TRBJ2-6","TCRBJ2S6|TRBJ26",NA
28624,"TRBJ2-5","TCRBJ2S5|TRBJ25",NA
28625,"TRBJ2-4","TCRBJ2S4|TRBJ24",NA
28626,"TRBJ2-3","TCRBJ2S3|TRBJ23",NA
28627,"TRBJ2-2P","TRBJ22P",NA
28628,"TRBJ2-2","TCRBJ2S2|TRBJ22",NA
28629,"TRBJ2-1","TCRBJ2S1|TRBJ21",NA
28630,"TRBJ1-6","TCRBJ1S6|TRBJ16",NA
28631,"TRBJ1-5","TCRBJ1S5|TRBJ15",NA
28632,"TRBJ1-4","TCRBJ1S4|TRBJ14",NA
28633,"TRBJ1-3","TCRBJ1S3|TRBJ13",NA
28634,"TRBJ1-2","TCRBJ1S2|TRBJ12",NA
28635,"TRBJ1-1","TCRBJ1S1|TRBJ11",NA
28636,"TRBD2","TCRBD2",NA
28637,"TRBD1","TCRBD1",NA
28638,"TRBC2","TCRBC2",NA
28639,"TRBC1","BV05S1J2.2|TCRB|TCRBC1",NA
28640,"TRAV41","TCRAV19S1|TCRAV41S1",NA
28641,"TRAV40","TCRAV31S1|TCRAV40S1",NA
28642,"TRAV39","TCRAV27S1|TCRAV39S1",NA
28643,"TRAV38-2DV8","TCRAV14S1|TRAV382DV8|hADV38S2",NA
28644,"TRAV38-1","TCRAV14S2|TCRAV38S1|TRAV381",NA
28645,"TRAV37","TCRAV37S1",NA
28646,"TRAV36DV7","TCRAV28S1|TRAV36/DV7|hADV36S1",NA
28647,"TRAV35","TCRAV25S1|TCRAV35S1",NA
28648,"TRAV34","TCRAV26S1|TCRAV34S1",NA
28649,"TRAV33","C14orf12|TCRAV33S1",NA
28650,"TRAV32","TCRAV32S1",NA
28651,"TRAV31","TCRAV31S1",NA
28652,"TRAV30","TCRAV29S1|TCRAV30S1",NA
28653,"TRAV29DV5","TCRAV21S1|TRAV29/DV5|hADV29S1",NA
28654,"TRAV28","TCRAV28S1",NA
28655,"TRAV27","TCRAV10S1|TCRAV27S1",NA
28656,"TRAV26-2","TCRAV26S2|TCRAV4S1|TRAV262",NA
28657,"TRAV26-1","TCRAV26S1|TCRAV4S2|TRAV261",NA
28658,"TRAV25","TCRAV25S1|TCRAV32S1",NA
28659,"TRAV24","TCRAV18S1|TCRAV24S1",NA
28660,"TRAV23DV6","TCRAV17S1|TRAV23/DV6|hADV23S1",NA
28661,"TRAV22","TCRAV13S1|TCRAV22S1",NA
28662,"TRAV21","TCRAV21S1|TCRAV23S1",NA
28663,"TRAV20","TCRAV20S1|TCRAV30S1",NA
28664,"TRAV19","TCRAV12S1|TCRAV19S1",NA
28665,"TRAV18","TCRAV18S1",NA
28666,"TRAV17","TCRAV17S1|TCRAV3S1",NA
28667,"TRAV16","TCRAV16S1|TCRAV9S1",NA
28668,"TRAV15","TCRAV15S1",NA
28669,"TRAV14DV4","TCRAV6S1-hDV104S1|TRAV14/DV4|hADV14S1",NA
28670,"TRAV13-2","TCRAV13S2|TCRAV8S2|TRAV132",NA
28671,"TRAV13-1","TCRAV13S1|TCRAV8S1|TRAV131",NA
28672,"TRAV12-3","TCRAV12S3|TCRAV2S2|TRAV123",NA
28673,"TRAV12-2","TCRAV12S2|TCRAV2S1|TRAV122",NA
28674,"TRAV12-1","TCRAV12S1|TCRAV2S3|TRAV121",NA
28675,"TRAV11","TCRAV11S1",NA
28676,"TRAV10","TCRAV10S1|TCRAV24S1",NA
28677,"TRAV9-2","TCRAV22S1|TCRAV9S2|TRAV92",NA
28678,"TRAV9-1","TCRAV9S1|TRAV91",NA
28679,"TRAV8-7","TCRAV8S7|TRAV87",NA
28680,"TRAV8-6","TCRAV1S3|TCRAV8S6|TRAV86",NA
28681,"TRAV8-5","TCRAV8S5|TRAV85",NA
28682,"TRAV8-4","TCRAV1S2|TCRAV8S4|TRAV84",NA
28683,"TRAV8-3","TCRAV1S4|TCRAV8S3|TRAV83",NA
28684,"TRAV8-2","TCRAV1S5|TCRAV8S2|TRAV82",NA
28685,"TRAV8-1","TCRAV1S1|TCRAV8S1|TRAV81",NA
28686,"TRAV7","TCRAV7S1",NA
